female1_angry_10a_1.wav,Water harms the newborn boy.,Water harms the new born boy.,0.3333333333333333,0.3333333333333333,0.4666666666666667
female1_angry_10a_2.wav,Water harms the newborn boy.,Water harms the new born boy.,0.3333333333333333,0.3333333333333333,0.4666666666666667
female1_angry_10b_1.wav,Water harms the newborn boy.,Water harms the new born boy.,0.3333333333333333,0.3333333333333333,0.4666666666666667
female1_angry_10b_2.wav,Water harms the newborn boy.,Water harms the new born boy.,0.3333333333333333,0.3333333333333333,0.4666666666666667
female1_angry_11a_1.wav,I have not seen my tooth.,I have not seen my tooth.,0.0,0.0,0.0
female1_angry_11a_2.wav,I have not seen my tooth.,I have not seen my tooth.,0.0,0.0,0.0
female1_angry_11b_1.wav,I have not seen my tooth.,I have not seen my tooth.,0.0,0.0,0.0
female1_angry_11b_2.wav,I have not seen my tooth.,I have not seen my tooth.,0.0,0.0,0.0
female1_angry_12a_1.wav,Work hard or you lose.,Work hard or you lose.,0.0,0.0,0.0
female1_angry_12a_2.wav,Work hard or you lose.,Work hard or you lose.,0.0,0.0,0.0
female1_angry_12b_1.wav,Work hard or you lose.,Work hard or you lose.,0.0,0.0,0.0
female1_angry_12b_2.wav,Work hard or you lose.,Work hard or you lose.,0.0,0.0,0.0
female1_angry_13a_1.wav,Jim saw the port.,Jim saw the port.,0.0,0.0,0.0
female1_angry_13a_2.wav,Jim saw the port.,Jim saw the port.,0.0,0.0,0.0
female1_angry_13b_1.wav,Jim saw the port.,Jim saw the port.,0.0,0.0,0.0
female1_angry_13b_2.wav,Jim saw the port.,Jim saw the port.,0.0,0.0,0.0
female1_angry_14a_1.wav,They should start to talk.,They should start to talk.,0.0,0.0,0.0
female1_angry_14a_2.wav,They should start to talk.,They should start to talk.,0.0,0.0,0.0
female1_angry_14b_1.wav,They should start to talk.,They should start to talk.,0.0,0.0,0.0
female1_angry_14b_2.wav,They should start to talk.,They should start to talk.,0.0,0.0,0.0
female1_angry_15a_1.wav,Sound the horn. If you need more.,Sound the horn if you need more.,0.0,0.0,0.0
female1_angry_15a_2.wav,Sound the horn. If you need more.,Sound the horn if you need more.,0.0,0.0,0.0
female1_angry_15b_1.wav,Sound the horn. If you need more.,Sound the horn if you need more.,0.0,0.0,0.0
female1_angry_15b_2.wav,Sound the horn. If you need more.,Sound the horn if you need more.,0.0,0.0,0.0
female1_angry_1a_1.wav,Tom beats that farmer.,"Tom beats that farmer.
",0.0,0.0,0.0
female1_angry_1a_2.wav,Tom beats that farmer.,"Tom beats that farmer.
",0.0,0.0,0.0
